MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 CI (Lower) (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 CI (Upper) (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Curve class,MERS-CoV-MPro_fluorescence-dose-response_weizmann: Hill slope,MERS-CoV-MPro_fluorescence-dose-response_weizmann: pIC50,MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM) Standard Deviation (±),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM) Count,Molecule Name,CXSMILES (CDD Compatible),Batch Created Date
> 99.500,,,,,< 4.0,4.18,,1.0,ASAP-0008244,C[C@H](C1=CC=C(F)C=C1)N(C)C(=O)C1=CN=CC2=CC=CC=C12,2023-01-18
> 99.500,,,,,< 4.0,4.21,,1.0,ASAP-0008249,"CN(C(=O)C1=CN=CC2=CC=CC=C12)[C@H]1CC2=CC=CC=C2[C@H]1O |&1:14,22|",2023-01-18
> 99.500,,,,,< 4.0,9.0,,1.0,ASAP-0008248,CC1=CC=C(Cl)C([C@H]2CCCN2C(=O)C2=CN=CC3=CC=CC=C23)=C1 |&1:7|,2023-01-18
> 99.500,,,,,< 4.0,4.16,,1.0,ASAP-0008247,CC1=CC([C@H]2CCCN2C(=O)C2=CN=CC3=CC=CC=C23)=CC=N1 |&1:4|,2023-01-18
> 99.500,,,,,< 4.0,4.76,,1.0,ASAP-0008245,O=C1C(C2=CC=CC(Cl)=C2)=CN=CN1C1=CN=CC2=CC=CC=C12,2023-01-18
> 99.500,,,,,< 4.0,4.5,,1.0,ASAP-0000859,"O=C(N[C@@H]1C[C@H](O)C2=CC=CC=C21)C1=CN=CC2=CC=CC=C12 |&1:3,5|",2023-01-13
> 99.500,,,,,< 4.0,4.0,,1.0,ASAP-0000852,N#CC1=CC=CC=C1CNC(=O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,5.13,,1.0,ASAP-0000853,O=C(NCC(=O)N1CCCC1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.31,,1.0,ASAP-0000855,CN(CC1=NC2=CC=CC=C2N1C)C(=O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.5,,1.0,ASAP-0000856,CN1C(CNC(=O)C2=CN=CC3=CC=CC=C23)=NC2=CC(F)=CC=C21,2023-01-13
> 99.500,,,,,< 4.0,4.3,,1.0,ASAP-0000857,COC1=CC=C(O)C([C@H](C)NC(=O)C2=CN=CC3=CC=CC=C23)=C1 |&1:8|,2023-01-13
> 99.500,,,,,< 4.0,3.65,,1.0,ASAP-0000858,O=C(NCCOC1=CC(Cl)=CC=N1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,3.92,,1.0,ASAP-0000862,O=C(NCCC1=CNC2=CN=CC=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.15,,1.0,ASAP-0000860,O=C(NCC1=CC(=O)NC2=CC=CC=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.18,,1.0,ASAP-0000861,CN(CC1=CC=CC(C#N)=C1)C(=O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.33,,1.0,ASAP-0000850,O=C(C1=CN=CC2=CC=CC=C12)N1CC[C@H]1C1=CC=CC=C1,2023-01-13
> 99.500,,,,,< 4.0,4.52,,1.0,ASAP-0000863,O=C(NCC1=NC2=CC=CC=C2N1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.21,,1.0,ASAP-0000864,CC1=CC=C(F)C(CN(C)C(=O)C2=CN=CC3=CC=CC=C23)=C1,2023-01-13
> 99.500,,,,,< 4.0,4.37,,1.0,ASAP-0000833,CN1CCN(C(=O)CCCNC(=O)C2=CN=CC3=CC=CC=C23)CC1,2023-01-13
> 99.500,,,,,< 4.0,4.21,,1.0,ASAP-0000851,O=C(C1=CN=CC2=CC=CC=C12)N1CC[C@H]1C1=CC=CC=C1F |&1:15|,2023-01-13
> 99.500,,,,,< 4.0,4.26,,1.0,ASAP-0000834,O=C(NCCC1=NC=CN1C1=CC=CC=C1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.24,,1.0,ASAP-0000849,O=C(NCC(=O)N1CCCC2=CC=CC=C21)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.12,,1.0,ASAP-0000848,O=C(NCC1=CSC2=CC=C(Cl)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.15,,1.0,ASAP-0000839,CC1=NC=C2CC[C@H](NC(=O)C3=CN=CC4=CC=CC=C34)CN21 |&1:7|,2023-01-13
> 99.500,,,,,< 4.0,4.48,,1.0,ASAP-0000847,C[C@@H](NC(=O)C1=CN=CC2=CC=CC=C12)C1=CSC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.23,,1.0,ASAP-0000835,O=C(C1=CN=CC2=CC=CC=C12)N1CCC(CC2=CC=C(F)C=C2)CC1,2023-01-13
> 99.500,,,,,< 4.0,3.9,,1.0,ASAP-0000836,COC1=CC=C2OCC[C@@H](NC(=O)C3=CN=CC4=CC=CC=C34)C2=C1,2023-01-13
> 99.500,,,,,< 4.0,4.47,,1.0,ASAP-0000837,CC1=CC=C([C@H](CO)NC(=O)C2=CN=CC3=CC=CC=C23)C=C1 |&1:5|,2023-01-13
> 99.500,,,,,< 4.0,3.61,,1.0,ASAP-0000838,CN1N=C(CNC(=O)C2=CN=CC3=CC=CC=C23)C2=CC=CC=C2C1=O,2023-01-13
> 99.500,,,,,< 4.0,3.82,,1.0,ASAP-0000840,O=C(NCCC1=CNC2=CC=C(F)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.17,,1.0,ASAP-0000841,O=C(NCCN1CCC2=CC=CC=C2C1=O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.33,,1.0,ASAP-0000842,O=C(NC1CN(C2=CC=NC=C2)C1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.35,,1.0,ASAP-0000843,O=C(N[C@H]1C2=CC=CC=C2C[C@@H]1O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.17,,1.0,ASAP-0000844,O=C(NCC1=NC=CN1C1=CC=CC=C1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.21,,1.0,ASAP-0000845,O=C(NCC1=CC=NN1C1=CC=CC=C1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.16,,1.0,ASAP-0000794,CN1N=CC(C2CCC2)=C1CNC(=O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.52,,1.0,ASAP-0000832,COC1=CC=C2NC=C(CCNC(=O)C3=CN=CC4=CC=CC=C34)C2=C1,2023-01-13
> 99.500,,,,,< 4.0,4.06,,1.0,ASAP-0000846,O=C(NCCC1=CNC2=NC=C(Cl)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.19,,1.0,ASAP-0000830,CN(CC1=CC=C2C=CNC2=C1)C(=O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.25,,1.0,ASAP-0000820,NC(=O)C1(NC(=O)C2=CN=CC3=CC=CC=C23)CC2=CC=CC=C2C1,2023-01-13
> 99.500,,,,,< 4.0,7.33,,1.0,ASAP-0000828,CN(CC1=NN(C2=CC=CC=C2)N=C1)C(=O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,6.25,,1.0,ASAP-0000827,CN(CC1=CC=CC(O)=C1)C(=O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,3.76,,1.0,ASAP-0000825,O=C(N[C@H]1C2=CC=CC=C2C[C@H]1O)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,5.23,,1.0,ASAP-0000812,CN(C(=O)C1=CC=CN=C1)[C@H]1C2=CC=CC=C2C[C@H]1O,2023-01-13
> 99.500,,,,,< 4.0,4.39,,1.0,ASAP-0000823,O=C(C1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC=C1,2023-01-13
> 99.500,,,,,< 4.0,3.58,,1.0,ASAP-0000824,CN1C(CNC(=O)C2=CN=CC3=CC=CC=C23)=NC2=CC=CC=C21,2023-01-13
> 99.500,,,,,< 4.0,4.96,,1.0,ASAP-0000819,O=C(NCC1=NC2=CC(Cl)=CC=C2S1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.3,,1.0,ASAP-0000813,CN(CC(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C1=CC=CN=C1,2023-01-13
> 99.500,,,,,< 4.0,4.21,,1.0,ASAP-0000818,O=C(NCCN1C(=O)CC2=CC=CC=C21)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.23,,1.0,ASAP-0000817,CC1=C(CCNC(=O)C2=CN=CC3=CC=CC=C23)C2=CC(O)=CC=C2N1,2023-01-13
> 99.500,,,,,< 4.0,7.88,,1.0,ASAP-0000816,CC1=NN(C2=CC=C(Cl)C=C2)C(NC(=O)C2=CN=CC3=CC=CC=C23)=C1C,2023-01-13
> 99.500,,,,,< 4.0,4.38,,1.0,ASAP-0000815,O=C(C1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC(F)=C1 |&1:17|,2023-01-13
> 99.500,,,,,< 4.0,4.08,,1.0,ASAP-0000821,O=C(NCCC1=CNC2=CC=C(Cl)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.27,,1.0,ASAP-0000831,O=C(C1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=CC=C1,2023-01-13
> 99.500,,,,,< 4.0,4.29,,1.0,ASAP-0000829,O=C(NCC1=CC=CC=C1N1C=CC=N1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.36,,1.0,ASAP-0000822,CC1=CN=C2NC=C(CCNC(=O)C3=CN=CC4=CC=CC=C34)C2=C1,2023-01-13
> 99.500,,,,,< 4.0,4.3,,1.0,ASAP-0000798,CC(C)(NC(=O)C1=CN=CC2=CC=CC=C12)C1=CC=CC(C#N)=C1,2023-01-13
> 99.500,,,,,< 4.0,4.3,,1.0,ASAP-0000810,CN1C2=CC=CC=C2N(CCNC(=O)C2=CN=CC3=CC=CC=C23)S1(=O)=O,2023-01-13
> 99.500,,,,,< 4.0,3.66,,1.0,ASAP-0000809,CC1=CC=CC2=C1C=C(CNC(=O)C1=CN=CC3=CC=CC=C13)N2,2023-01-13
> 99.500,,,,,< 4.0,3.42,,1.0,ASAP-0000808,O=C(NCC1=CNC2=CC=C(F)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.45,,1.0,ASAP-0000807,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CN=CC=C2C1=O,2023-01-13
> 99.500,,,,,< 4.0,3.85,,1.0,ASAP-0000795,O=C(NCCC1=CNC2=NC=C(F)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.24,,1.0,ASAP-0000806,O=C(NCC1=CC=CC=C1N1C=CN=C1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.26,,1.0,ASAP-0000805,O=C(NCCC(=O)N1CCCCC1)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.19,,1.0,ASAP-0000803,CN(C(=O)C1=CN=CC2=CC=CC=C12)[C@H]1C2=CC=CC=C2C[C@H]1O,2023-01-13
> 99.500,,,,,< 4.0,4.1,,1.0,ASAP-0000802,CC1=NC=C(CNC(=O)C2=CN=CC3=CC=CC=C23)N1C1=CC=CC=C1,2023-01-13
24.220,4.994,117.470,1.3,3.013,4.6,5.25,,1.0,ASAP-0000801,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=CC(F)=C2C1=O,2023-01-13
> 99.500,,,,,< 4.0,4.29,,1.0,ASAP-0000800,O=C(C1=CN=CC2=CC=CC=C12)N1CC[C@H]1C1=CC=CC(F)=C1 |&1:15|,2023-01-13
> 99.500,,,,,< 4.0,3.84,,1.0,ASAP-0000799,C[C@H](NC(=O)C1=CN=CC2=CC=CC=C12)C1=NC2=CC=CC=C2N1C |&1:1|,2023-01-13
> 99.500,,,,,< 4.0,4.05,,1.0,ASAP-0000796,O=C(NCCC1=CNC2=CC(F)=CC=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
> 99.500,,,,,< 4.0,4.32,,1.0,ASAP-0000811,O=C(NCC1=CC2=C(CCCC2)N=C1O)C1=CN=CC2=CC=CC=C12,2023-01-13
27.752,3.636,211.801,1.3,4.053,4.6,5.08,,1.0,ASAP-0000773,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC=C3C3CC3)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,2022-12-27
> 99.500,,,2.3,1.537,< 4.0,4.11,,1.0,ASAP-0000772,COC1=CC=C(CNC2=CN=C([C@H](NC(=O)CCl)C3=CC=CC=C3)S2)C(OC)=C1 |&1:12|,2022-12-27
> 99.500,,,3.0,0.863,< 4.0,4.73,,1.0,ASAP-0000771,CCCCNC(=O)C1=CN=C([C@H](NC(=O)CCl)C2=CC=CC=C2)S1 |&1:11|,2022-12-27
> 99.500,,,,,< 4.0,4.15,,1.0,ASAP-0000737,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CC2CC2)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-12-21
> 99.500,,,,,< 4.0,4.53,,1.0,ASAP-0000725,CC[C@H](C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC(F)=C(F)C(F)=C1 |&1:2|,2022-12-14
> 99.500,,,,,< 4.0,4.35,,1.0,ASAP-0000724,O=C(CC1=C(F)C=CC=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,5.34,,1.0,ASAP-0000723,O=C(CC1=CC=C(F)C(F)=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,1.0,,1.0,ASAP-0000722,O=C(CC1=C(F)C(F)=CC=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.52,,1.0,ASAP-0000735,O=C1N[C@]2(CCOC3=CC=C(CO)C=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-14
> 99.500,,,,,< 4.0,4.27,,1.0,ASAP-0000721,CC1=CC=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1F,2022-12-14
> 99.500,,,,,< 4.0,4.62,,1.0,ASAP-0000720,C[C@H](C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1 |&1:1|,2022-12-14
> 99.500,,,,,< 4.0,4.63,,1.0,ASAP-0000732,O=C1N[C@]2(CCOC3=CC=CC=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-14
> 99.500,,,,,< 4.0,5.63,,1.0,ASAP-0000727,O=C(CC1=CC(F)=CC(F)=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.88,,1.0,ASAP-0000731,O=C(CC1=CC(F)=CC(F)=C1)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.6,,1.0,ASAP-0000728,O=C(NC1=CN=CC2=CC=CC=C12)[C@H]1COC2=CC=C(F)C=C21 |&1:13|,2022-12-14
> 99.500,,,,,< 4.0,5.0,,1.0,ASAP-0000729,O=C(CC1=CC=C(F)C=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.81,,1.0,ASAP-0000730,O=C(CC1=CC(Cl)=CC=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.31,,1.0,ASAP-0000726,CC1=CC=C([C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2CC2)C=C1 |&1:5|,2022-12-14
> 99.500,,,,,< 4.0,1.3,,1.0,ASAP-0000712,O=C(CC1=CC=CC=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.1,,1.0,ASAP-0000719,O=C(NC1=CN=CC2=CC=CC=C12)[C@H](CC(F)(F)F)C1=CC(F)=CC=C1 |&1:13|,2022-12-14
> 99.500,,,,,< 4.0,5.29,,1.0,ASAP-0000718,CC1=CC2=C(C=C1C)[C@H](C(=O)NC1=CN=CC3=CC=CC=C13)CO2 |&1:8|,2022-12-14
> 99.500,,,,,< 4.0,4.58,,1.0,ASAP-0000710,O=C(CC1=CC(F)=CC=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.95,,1.0,ASAP-0000711,O=C(CC1=C(F)C(F)=CC=C1)NC1=CN=CC2=CC=CC=C12,2022-12-14
16.186,3.075,85.202,1.3,2.809,4.8,5.35,,1.0,ASAP-0000734,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=C(F)C=C2C1=O,2022-12-14
> 99.500,,,,,< 4.0,3.95,,1.0,ASAP-0000713,CC[C@H](C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC=C1 |&1:2|,2022-12-14
> 99.500,,,,,< 4.0,2.43,,1.0,ASAP-0000714,CC1=CC(F)=CC=C1C(F)(F)C(=O)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.44,,1.0,ASAP-0000716,CC1=CC=C(F)C=C1CC(=O)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.54,,1.0,ASAP-0000717,O=C(CC1=CC(F)=CC=C1Cl)NC1=CN=CC2=CC=CC=C12,2022-12-14
> 99.500,,,,,< 4.0,4.77,,1.0,ASAP-0000715,"C[C@H]1COC2=CC=CC=C2[C@H]1C(=O)NC1=CN=CC2=CC=CC=C12 |&1:1,&2:10|",2022-12-14
> 99.500,,,,,< 4.0,5.33,,1.0,ASAP-0000646,CC1=CC(F)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,2022-12-07
> 99.500,,,,,< 4.0,3.78,,1.0,ASAP-0000647,O=C1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC=CC=C2N1 |&1:3|,2022-12-07
> 99.500,,,,,< 4.0,3.88,,1.0,ASAP-0000656,O=C(NC1=CN=CC2=CC=CC=C12)C(F)(F)C1=CC=C(F)C(F)=C1,2022-12-07
> 99.500,,,,,< 4.0,3.84,,1.0,ASAP-0000655,CC1=CC=C(F)C=C1C(F)(F)C(=O)NC1=CN=CC2=CC=CC=C12,2022-12-07
> 99.500,,,,,< 4.0,4.18,,1.0,ASAP-0000653,O=C(CC1=CC(F)=CN=C1)NC1=CN=CC2=CC=CC=C12,2022-12-07
28.679,7.597,108.262,1.3,3.136,4.5,5.12,,1.0,ASAP-0000652,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1=NN(C)C=C1)C(=O)C1=CC=CC=C12,2022-12-07
> 99.500,,,,,< 4.0,5.36,,1.0,ASAP-0000650,CC1=CC=C(F)C(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,2022-12-07
> 99.500,,,,,< 4.0,5.01,,1.0,ASAP-0000649,O=C(CC1=C(F)C(F)=CC(F)=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-07
> 99.500,,,,,< 4.0,5.35,,1.0,ASAP-0000648,O=C(CC1=C(F)C=C(F)C(F)=C1)NC1=CN=CC2=CC=CC=C12,2022-12-07
36.678,4.806,279.906,2.3,3.401,4.4,5.02,,1.0,ASAP-0000651,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1=CC=NN1C)C(=O)C1=CC=CC=C12,2022-12-07
> 99.500,,,,,< 4.0,4.38,,1.0,ASAP-0000645,CC1=CC=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1Cl,2022-12-07
> 99.500,,,4.0,-3.312,< 4.0,4.38,,1.0,ASAP-0000644,COC1=CC=C(C)C=C1CC(=O)NC1=CN=CC2=CC=CC=C12,2022-12-07
> 99.500,,,,,< 4.0,5.03,,1.0,ASAP-0000643,O=C(CC1=C(Cl)C(Cl)=CC=C1)NC1=CN=CC2=CC=CC=C12,2022-12-07
> 99.500,,,,,< 4.0,5.06,,1.0,ASAP-0000642,CC1=CC=C(CC(=O)NC2=CN=CC3=CC=CC=C23)C(F)=C1F,2022-12-07
> 99.500,,,,,< 4.0,4.74,,1.0,ASAP-0000641,O=C(C[C@H]1CCCC(F)(F)C1)NC1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-07
> 99.500,,,,,< 4.0,3.8,,1.0,ASAP-0000640,CC1=CN=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,2022-12-07
0.995,0.300,3.302,2.3,3.16,6.0,6.6,0.0755,2.0,ASAP-0000654,COC1=CC=CC(CNC(=O)CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)=C1,2022-12-07
> 99.500,,,,,< 4.0,3.95,,1.0,ASAP-0000657,CC(F)(F)[C@H](C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC=C1 |&1:4|,2022-12-07
> 99.500,,,,,< 4.0,4.16,,1.0,ASAP-0000658,O=C(NC1=CN=CC2=CC=CC=C12)C(F)(F)C1=CC(F)=CC(F)=C1,2022-12-07
> 99.500,,,,,< 4.0,4.46,,1.0,ASAP-0000574,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)[C@H]1CC1=CC=CC=C1,2022-12-02
> 99.500,,,,,< 4.0,4.32,,1.0,ASAP-0000575,O=C1C[C@H](CC2=CC=CC=C2Cl)CN1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-02
> 99.500,,,,,< 4.0,4.3,,1.0,ASAP-0000576,COC1=CC=CC(CNC(=O)CN2C[C@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC=CC=C3C2=O)=C1,2022-12-02
> 99.500,,,,,< 4.0,4.34,,1.0,ASAP-0000578,"O=C1N[C@@]2(CC[C@H](C3=CC=CC=C3)OC2)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3,6|",2022-12-02
> 99.500,,,,,< 4.0,4.67,,1.0,ASAP-0000579,"O=C1N[C@]2(CC[C@H](C3=CC=CC=C3)OC2)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3,6|",2022-12-02
> 99.500,,,,,< 4.0,4.18,,1.0,ASAP-0000637,O=C(NCC1=CC=CC=N1)[C@H]1CN(C(=O)COS(=O)(=O)NC2=CC=CC=C2)CCN1S(=O)(=O)C1=CSC=C1 |&1:10|,2022-12-02
87.979,80.739,95.868,2.1,1.639,4.1,4.32,,1.0,ASAP-0000573,CCCCNC(=O)C1=CN=C([C@H](NC(=O)CCl)C2=CC=CC(Cl)=C2)S1 |&1:11|,2022-12-02
> 99.500,,,,,< 4.0,4.31,,1.0,ASAP-0000581,O=C1C[C@H](CC2=CC=CC=C2)NN1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-02
6.161,0.576,65.944,2.3,4.057,5.2,5.87,0.177,2.0,ASAP-0000580,COC1=CC=CC(CNC(=O)CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC=CC=C3C2=O)=C1,2022-12-02
26.483,5.177,135.479,2.3,2.446,4.6,5.4,,1.0,ASAP-0000577,O=C1N[C@]2(C[C@@H](C3=C(F)C=CC=C3F)C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-12-02
> 99.500,,,,,< 4.0,3.85,,1.0,ASAP-0000524,O=C1C[C@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-11-19
> 99.500,,,,,< 4.0,4.36,,1.0,ASAP-0000525,O=C1N[C@H](CC2CC2)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-11-19
> 99.500,,,,,< 4.0,4.36,,1.0,ASAP-0000527,O=C1N[C@@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-11-19
> 99.500,,,,,< 4.0,4.34,,1.0,ASAP-0000529,NC(=O)C1=CC=C2OCC[C@]3(NC(=O)N(C4=CN=CC5=CC=CC=C45)C3=O)C2=C1 |&1:10|,2022-11-19
> 99.500,,,,,< 4.0,4.34,,1.0,ASAP-0000539,"CC(=O)N1C[C@]2(CC[C@H]1C)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:5,8|",2022-11-19
> 99.500,,,,,< 4.0,4.33,,1.0,ASAP-0000530,C=C(CN(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=C(Cl)C=C1 |&1:6|,2022-11-19
> 99.500,,,,,< 4.0,4.44,,1.0,ASAP-0000531,"CC(=O)N1C[C@@]2(CC[C@H]1C)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:5,8|",2022-11-19
> 99.500,,,,,< 4.0,4.31,,1.0,ASAP-0000533,"C[C@H]1CC[C@@]2(CN1S(C)(=O)=O)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,4|",2022-11-19
> 99.500,,,,,< 4.0,4.2,,1.0,ASAP-0000534,CN1N=CC2=CN=CC(NC(=O)[C@H]3CNS(=O)(=O)C4=CC=C(Cl)C=C43)=C21 |o1:12|,2022-11-19
> 99.500,,,,,< 4.0,4.76,,1.0,ASAP-0000535,CN1N=CC2=CN=CC(NC(=O)[C@H]3CNS(=O)(=O)C4=CC=C(Cl)C=C43)=C21 |o1:12|,2022-11-19
> 99.500,,,2.3,0.5,< 4.0,4.19,,1.0,ASAP-0000537,CNS(=O)(=O)OCC(=O)N[C@H](C)C1=CC(Cl)=CC(C2=CC=C(S(N)(=O)=O)C=C2)=C1 |&1:10|,2022-11-19
> 99.500,,,,,< 4.0,4.72,,1.0,ASAP-0000521,"C[C@H]1CC[C@]2(CN1S(C)(=O)=O)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,4|",2022-11-19
> 99.500,,,,,< 4.0,5.23,,1.0,ASAP-0000538,C=C(CN(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NCC1=CC=CC=C1 |&1:6|,2022-11-19
