SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: IC50 (µM),SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: IC50 CI (Lower) (µM),SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: IC50 CI (Upper) (µM),SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: Hill slope,SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: pIC50 (log10M),Molecule Name,CXSMILES (CDD Compatible),Batch Created Date
5.642,5.319,5.985,1.103,5.25,ASAP-0000644,COC1=CC=C(C)C=C1CC(=O)NC1=CN=CC2=CC=CC=C12,2022-12-07
1.626,1.409,1.877,1.028,5.79,ASAP-0000646,CC1=CC(F)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,2022-12-07
22.272,20.986,23.637,1.055,4.65,ASAP-0000647,O=C1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC=CC=C2N1 |&1:3|,2022-12-07
2.033,1.729,2.391,0.943,5.69,ASAP-0000648,O=C(CC1=C(F)C=C(F)C(F)=C1)NC1=CN=CC2=CC=CC=C12,2022-12-07
5.878,5.395,6.404,1.098,5.23,ASAP-0000641,O=C(C[C@H]1CCCC(F)(F)C1)NC1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-07
1.530,1.465,1.597,1.077,5.82,ASAP-0000651,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1=CC=NN1C)C(=O)C1=CC=CC=C12,2022-12-07
4.651,4.203,5.148,1.031,5.33,ASAP-0000653,O=C(CC1=CC(F)=CN=C1)NC1=CN=CC2=CC=CC=C12,2022-12-07
9.943,7.539,13.115,0.818,5.0,ASAP-0000655,CC1=CC=C(F)C=C1C(F)(F)C(=O)NC1=CN=CC2=CC=CC=C12,2022-12-07
2.955,2.634,3.316,1.021,5.53,ASAP-0000658,O=C(NC1=CN=CC2=CC=CC=C12)C(F)(F)C1=CC(F)=CC(F)=C1,2022-12-07
6.856,5.396,8.71,0.859,5.16,ASAP-0000656,O=C(NC1=CN=CC2=CC=CC=C12)C(F)(F)C1=CC=C(F)C(F)=C1,2022-12-07
12.394,10.33,14.87,0.966,4.91,ASAP-0000657,CC(F)(F)[C@H](C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC=C1 |&1:4|,2022-12-07
2.566,2.469,2.667,1.085,5.59,ASAP-0000652,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NCC1=NN(C)C=C1)C(=O)C1=CC=CC=C12,2022-12-07
7.236,6.51,8.043,1.126,5.14,ASAP-0000575,O=C1C[C@H](CC2=CC=CC=C2Cl)CN1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-02
0.484,0.456,0.515,1.065,6.31,ASAP-0000580,COC1=CC=CC(CNC(=O)CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC=CC=C3C2=O)=C1,2022-12-02
0.088,0.064,0.121,0.842,7.06,ASAP-0000577,O=C1N[C@]2(C[C@@H](C3=C(F)C=CC=C3F)C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-12-02
5.655,5.188,6.163,1.344,5.25,ASAP-0000573,CCCCNC(=O)C1=CN=C([C@H](NC(=O)CCl)C2=CC=CC(Cl)=C2)S1 |&1:11|,2022-12-02
87.599,76.044,100.91,1.272,4.06,ASAP-0000574,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)[C@H]1CC1=CC=CC=C1,2022-12-02
25.566,23.301,28.052,1.174,4.59,ASAP-0000576,COC1=CC=CC(CNC(=O)CN2C[C@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC=CC=C3C2=O)=C1,2022-12-02
6.248,5.523,7.068,1.086,5.2,ASAP-0000578,"O=C1N[C@@]2(CC[C@H](C3=CC=CC=C3)OC2)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3,6|",2022-12-02
2.051,1.851,2.272,1.108,5.69,ASAP-0000579,"O=C1N[C@]2(CC[C@H](C3=CC=CC=C3)OC2)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3,6|",2022-12-02
6.898,6.25,7.614,1.057,5.16,ASAP-0000581,O=C1C[C@H](CC2=CC=CC=C2)NN1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-02
17.590,16.149,19.16,1.537,4.75,ASAP-0000637,O=C(NCC1=CC=CC=N1)[C@H]1CN(C(=O)COS(=O)(=O)NC2=CC=CC=C2)CCN1S(=O)(=O)C1=CSC=C1 |&1:10|,2022-12-02
16.302,15.074,17.632,1.514,4.79,ASAP-0000638,CNS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)C2=CSC=C2)[C@H](C(=O)NCC2=CC=CC=N2)C1 |&1:21|,2022-12-02
0.070,0.065,0.075,1.079,7.16,ASAP-0000526,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O,2022-11-19
0.797,0.771,0.825,1.106,6.1,ASAP-0000542,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)CC23CC3)C2=CC(Cl)=CC=C2C1=O |&1:7|,2022-11-19
48.722,43.792,54.207,1.116,4.31,ASAP-0000525,O=C1N[C@H](CC2CC2)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-11-19
0.340,0.317,0.365,1.28,6.47,ASAP-0000523,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CO)C2=CC(Cl)=CC=C2C1=O |o1:7,o2:22|",2022-11-19
35.451,31.976,39.304,1.896,4.45,ASAP-0000521,"C[C@H]1CC[C@]2(CN1S(C)(=O)=O)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,4|",2022-11-19
31.285,23.861,41.02,1.072,4.5,ASAP-0000522,O=C1N[C@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-11-19
23.994,20.171,28.541,1.127,4.62,ASAP-0000524,O=C1C[C@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-11-19
76.095,69.017,83.899,1.244,4.12,ASAP-0000533,"C[C@H]1CC[C@@]2(CN1S(C)(=O)=O)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,4|",2022-11-19
39.948,36.844,43.314,1.114,4.4,ASAP-0000527,O=C1N[C@@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-11-19
2.787,2.659,2.92,1.027,5.55,ASAP-0000544,C=C(CN(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N(C)C1=CC=CC=C1 |&1:6|,2022-11-19
0.881,0.842,0.922,1.057,6.06,ASAP-0000534,CN1N=CC2=CN=CC(NC(=O)[C@H]3CNS(=O)(=O)C4=CC=C(Cl)C=C43)=C21 |o1:12|,2022-11-19
8.524,8.134,8.933,1.137,5.07,ASAP-0000535,CN1N=CC2=CN=CC(NC(=O)[C@H]3CNS(=O)(=O)C4=CC=C(Cl)C=C43)=C21 |o1:12|,2022-11-19
9.202,8.804,9.618,1.039,5.04,ASAP-0000536,CN1C(CC2=CC=CC=C2)=NN(C2=CN=CC3=CC=CC=C23)C1=O,2022-11-19
14.041,13.113,15.034,1.509,4.85,ASAP-0000529,NC(=O)C1=CC=C2OCC[C@]3(NC(=O)N(C4=CN=CC5=CC=CC=C45)C3=O)C2=C1 |&1:10|,2022-11-19
1.732,1.609,1.863,1.245,5.76,ASAP-0000537,CNS(=O)(=O)OCC(=O)N[C@H](C)C1=CC(Cl)=CC(C2=CC=C(S(N)(=O)=O)C=C2)=C1 |&1:10|,2022-11-19
5.704,5.248,6.2,0.963,5.24,ASAP-0000538,C=C(CN(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NCC1=CC=CC=C1 |&1:6|,2022-11-19
61.260,57.119,65.701,2.017,4.21,ASAP-0000539,"CC(=O)N1C[C@]2(CC[C@H]1C)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:5,8|",2022-11-19
87.415,79.313,96.344,1.238,4.06,ASAP-0000532,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)[C@@H]1CC1=CC=CC=C1,2022-11-19
43.412,41.257,45.68,2.792,4.36,ASAP-0000531,"CC(=O)N1C[C@@]2(CC[C@H]1C)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:5,8|",2022-11-19
6.559,5.014,8.579,0.736,5.18,ASAP-0000530,C=C(CN(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=C(Cl)C=C1 |&1:6|,2022-11-19
1.670,1.456,1.917,1.51,5.78,ASAP-0000514,CNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H](CC(C)C)C1 |&1:21|,2022-11-09
1.771,1.513,2.072,1.003,5.75,ASAP-0000516,C[C@H](NC(=O)COS(N)(=O)=O)C1=CC(Cl)=CC(C2=CC=C(S(N)(=O)=O)C=C2)=C1 |&1:1|,2022-11-09
6.690,5.506,8.128,1.119,5.17,ASAP-0000517,CC(C)C[C@H]1CN(C(=O)COS(N)(=O)=O)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2022-11-09
1.029,0.813,1.304,1.001,5.99,ASAP-0000518,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N(C)C)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2022-11-09
1.692,1.399,2.045,1.057,5.77,ASAP-0000519,C=C(CN(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1)C(=O)NCC,2022-11-09
6.507,5.777,7.328,0.964,5.19,ASAP-0000520,C=C(CN(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1)C(N)=O,2022-11-09
1.859,1.716,2.014,1.101,5.73,ASAP-0000431,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2COC)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-10-27
17.203,15.251,19.405,1.088,4.76,ASAP-0000432,CCS(=O)(=O)N1CC2(C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C(=O)N2C,2022-10-27
3.746,3.433,4.088,1.129,5.43,ASAP-0000436,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-10-27
1.550,1.456,1.649,1.12,5.81,ASAP-0000435,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-10-27
53.944,49.804,58.427,1.202,4.27,ASAP-0000440,O=C1N[C@]2(CCOC3=CC=NC=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-10-27
4.030,3.675,4.42,1.211,5.39,ASAP-0000433,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,2022-10-27
18.106,16.239,20.187,1.12,4.74,ASAP-0000434,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)C12CN(S(=O)(=O)C1CC1)C2,2022-10-27
12.333,11.333,13.422,1.143,4.91,ASAP-0000438,O=C1C[C@H](CC2=CC=CC=C2)CN1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-10-27
6.252,5.918,6.606,1.138,5.2,ASAP-0000439,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O,2022-10-27
22.601,20.824,24.53,1.173,4.65,ASAP-0000441,NS(=O)(=O)C1=CC=C2OCC[C@]3(NC(=O)N(C4=CN=CC5=CC=CC=C45)C3=O)C2=C1 |&1:11|,2022-10-27
57.160,53.099,61.531,1.129,4.24,ASAP-0000442,"C[C@H]1COC[C@@]2(C1)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,5|",2022-10-27
7.502,6.942,8.106,1.122,5.12,ASAP-0000445,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)C12CN(S(=O)(=O)C1=CC=CC=C1)C2,2022-10-27
33.625,31.456,35.944,4.463,4.47,ASAP-0000446,CC1(C)CCN(S(C)(=O)=O)C[C@]12NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |o1:11|,2022-10-27
6.119,5.749,6.514,1.114,5.21,ASAP-0000447,"C[C@H]1COC[C@]2(C1)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,5|",2022-10-27
3.209,3.038,3.39,1.123,5.49,ASAP-0000484,C=C(CN(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1)C(=O)O,2022-10-27
3.377,3.176,3.591,1.094,5.47,ASAP-0000485,"O=C1[C@H](C2=CC=C(Cl)C(Cl)=C2)C[C@H](O)CN1C1=CN=CC2=CC=CC=C12 |&1:2,&2:12|",2022-10-27
0.418,0.396,0.441,1.281,6.38,ASAP-0000437,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CO)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-10-27
80.399,74.957,86.236,1.308,4.09,ASAP-0000483,NS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)C2=CSC=C2)[C@H](C(=O)NCC2=CC=CC=N2)C1 |&1:20|,2022-10-27
94.456,79.784,111.825,1.304,4.02,ASAP-0000378,"C[C@H]1OCCC[C@]12NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,&2:6|",2022-10-23
0.407,0.339,0.488,1.008,6.39,ASAP-0000362,O=C(CN1CC2=C(C=C(Cl)C=C2)[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC1=NC=C(C(F)(F)F)C=C1 |&1:12|,2022-10-03
6.562,6.067,7.097,1.18,5.18,ASAP-0000275,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)CC2(C)C)C2=C(C=CC(Cl)=C2)C1=O |o1:7|,2022-10-03
76.386,69.324,84.167,1.361,4.12,ASAP-0000273,"C[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@H]2C1 |o1:1,20|",2022-10-03
64.548,58.233,71.548,1.147,4.19,ASAP-0000271,"C[C@H]1CC[C@]2(CO1)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,4|",2022-10-03
2.410,2.346,2.475,1.089,5.62,ASAP-0000240,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2C)C2=CC(Cl)=CC=C2C1=O,2022-09-18
37.316,36.111,38.562,1.097,4.43,ASAP-0000229,"CO[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:2,5|",2022-09-18
79.678,76.2,83.314,1.203,4.1,ASAP-0000238,"C[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@@H]2C1 |o1:1,20|",2022-09-18
0.203,0.196,0.212,1.098,6.69,ASAP-0000241,O=C1N[C@]2(C[C@H](C3=CC=CC=C3)C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-09-18
75.984,71.38,80.885,1.17,4.12,ASAP-0000237,"C[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@@H]2C1 |o1:1,20|",2022-09-18
2.857,2.699,3.024,1.102,5.54,ASAP-0000235,O=C1[C@@H]2CN(CC3=CC=CC=C3)CCN2C(=O)N1C1=CN=CC2=CC=CC=C12,2022-09-18
59.818,56.847,62.944,1.079,4.22,ASAP-0000228,"CO[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:2,5|",2022-09-18
0.097,0.094,0.101,1.169,7.01,ASAP-0000208,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC1=CC=CC=C1 |&1:12|,2022-08-28
0.071,0.068,0.074,1.079,7.15,ASAP-0000213,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(C(F)(F)F)C=C1 |&1:12|,2022-08-28
0.115,0.111,0.12,1.13,6.94,ASAP-0000212,CCOC1=CC=CC=C1CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1 |&1:23|,2022-08-28
0.050,0.048,0.052,1.178,7.3,ASAP-0000211,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(C(F)F)C=C1 |&1:12|,2022-08-28
0.125,0.114,0.137,1.121,6.9,ASAP-0000210,CCOC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:21|,2022-08-28
0.076,0.073,0.079,1.213,7.12,ASAP-0000209,CC1=CC=C2NC=C(CCNC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C2=C1 |&1:23|,2022-08-28
0.202,0.194,0.21,1.259,6.69,ASAP-0000219,CN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2)CC1 |&1:22|,2022-08-28
0.117,0.112,0.123,1.164,6.93,ASAP-0000206,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC1=CC=C2SC=NC2=C1 |&1:12|,2022-08-28
94.350,86.291,103.162,1.153,4.03,ASAP-0000186,"CO[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@@H]2C1 |&1:2,21|",2022-08-28
0.090,0.088,0.093,1.05,7.04,ASAP-0000184,O=C1N[C@]2(C[C@@H](C3=CC=C(Cl)C=C3)C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-08-28
63.896,59.582,68.522,1.099,4.19,ASAP-0000179,O=C1[C@@H]2CCCCN2C(=O)N1C1=CN=CC2=CC=CC=C12,2022-08-28
22.178,21.103,23.308,1.083,4.65,ASAP-0000180,"C[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:1,4|",2022-08-28
42.191,39.699,44.839,1.061,4.37,ASAP-0000181,"C[C@H]1CC[C@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:1,4|",2022-08-28
61.990,57.877,66.396,1.104,4.21,ASAP-0000182,"C[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:1,4|",2022-08-28
0.134,0.13,0.138,1.044,6.87,ASAP-0000185,O=C1N[C@]2(C[C@@H](C3=CC=CC=C3)C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-08-28
9.724,9.219,10.256,1.035,5.01,ASAP-0000187,O=C(O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1 |&1:13|,2022-08-28
0.178,0.148,0.214,1.088,6.75,ASAP-0000204,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=C(Cl)C=CC=C1Cl |&1:12|,2022-08-28
0.069,0.068,0.071,1.086,7.16,ASAP-0000205,COC1=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=CC(OC)=C1 |&1:19|,2022-08-28
0.076,0.073,0.079,1.122,7.12,ASAP-0000227,CC1=CC=C(CCNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:20|,2022-08-28
0.089,0.086,0.092,1.171,7.05,ASAP-0000216,CCOC1=CC=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:22|,2022-08-28
0.091,0.084,0.099,1.084,7.04,ASAP-0000218,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC(C1=CC=CC=C1)C1=CC=CC=C1 |&1:12|,2022-08-28
0.057,0.055,0.059,1.056,7.24,ASAP-0000214,CN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2F)CC1 |&1:22|,2022-08-28
0.103,0.1,0.107,1.098,6.99,ASAP-0000215,CCC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:20|,2022-08-28
0.110,0.106,0.113,1.105,6.96,ASAP-0000217,CC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:19|,2022-08-28
0.114,0.108,0.119,1.156,6.94,ASAP-0000207,COC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1OC |&1:20|,2022-08-28
0.108,0.103,0.113,1.092,6.97,ASAP-0000224,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(Cl)C=C1Cl |&1:12|,2022-08-28
0.037,0.034,0.04,1.154,7.43,ASAP-0000226,CCN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2F)CC1 |&1:23|,2022-08-28
0.070,0.063,0.078,0.953,7.15,ASAP-0000225,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(Cl)C(Cl)=C1 |&1:12|,2022-08-28
0.111,0.106,0.116,1.089,6.96,ASAP-0000223,COC1=CC=CC=C1CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1 |&1:22|,2022-08-28
0.083,0.057,0.121,1.054,7.08,ASAP-0000222,COC1=CC=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:21|,2022-08-28
0.028,0.027,0.029,1.243,7.55,ASAP-0000221,CCN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2)CC1 |&1:23|,2022-08-28
0.083,0.081,0.086,1.156,7.08,ASAP-0000220,COC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:20|,2022-08-28
6.843,6.292,7.442,1.276,5.16,ASAP-0000173,C=CC(=O)NC1=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)C=CC=C1,2022-08-10
0.137,0.126,0.149,0.981,6.86,ASAP-0000171,O=C1C(C2=CC(Cl)=CC=C2)=CN=C(S)N1C1=CN=CC2=CC=CC=C12,2022-08-10
3.190,3.0,3.391,1.049,5.5,ASAP-0000176,C=CC(=O)NC(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC(Cl)=C(Cl)C=C1,2022-08-10
1.678,1.539,1.829,1.297,5.78,ASAP-0000154,CN1CCN(C2=CC=CC=C2NC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)CC1 |&1:24|,2022-08-09
0.095,0.091,0.099,0.951,7.02,ASAP-0000162,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=CC(Cl)=C1 |&1:12|,2022-08-09
0.077,0.069,0.087,1.082,7.11,ASAP-0000161,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(F)C=C1 |&1:12|,2022-08-09
0.069,0.066,0.073,1.118,7.16,ASAP-0000159,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC(Cl)=CC(Cl)=C1 |&1:12|,2022-08-09
0.137,0.132,0.143,1.073,6.86,ASAP-0000158,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(Br)C=C1 |&1:12|,2022-08-09
0.060,0.057,0.063,1.113,7.22,ASAP-0000157,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=CC=C1 |&1:12|,2022-08-09
0.068,0.064,0.072,0.955,7.17,ASAP-0000156,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC1=CC=C(N2CCOCC2=O)C=C1 |&1:12|,2022-08-09
0.045,0.043,0.047,1.092,7.35,ASAP-0000155,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=CC(Br)=C1 |&1:12|,2022-08-09
0.181,0.168,0.194,1.214,6.74,ASAP-0000163,CC(C)(NC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)C1=CC=CC=C1 |&1:16|,2022-08-09
0.973,0.906,1.045,1.078,6.01,ASAP-0000170,CN(CCC1=CC=CC=C1)C(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1 |&1:22|,2022-08-09
0.062,0.06,0.064,1.207,7.21,ASAP-0000169,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=CC(Cl)=C1 |&1:12|,2022-08-09
0.072,0.068,0.075,1.061,7.14,ASAP-0000168,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=CC(F)=C1 |&1:12|,2022-08-09
0.080,0.076,0.084,1.138,7.1,ASAP-0000167,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(CCO)C=C1 |&1:12|,2022-08-09
1.487,1.392,1.589,1.171,5.83,ASAP-0000166,CC(=O)NC1=CC=C(N(C)C(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:22|,2022-08-09
